District,Event,Circle,Police Station,Caller Source,Event Type,Event Sub-Type,Latitude,Longitude,latitude1,longitude1,Age,gender,Year,Day,Month,Hour,Minute,Second,Level
LUCKNOW,P26052112775,C1,PS2,PHONE,Domestic Violence,Other Kind Torturing To Senior Citizen,26.858,80.997,26.244515127559303,81.43840444832291,19,M,2021,26,5,18,37,26,2
LUCKNOW,P26052113429,C1,PS2,PHONE,Dispute,Dispute With Drunk Person,26.86,80.982,26.6019862849337,81.20166290492028,9,F,2021,26,5,19,15,42,3
LUCKNOW,P26052115491,C1,PS2,PHONE,Domestic Violence,Husband To Beat Wife,26.852,80.99,26.748934320046125,81.19237872321789,44,F,2021,26,5,20,51,31,2
LUCKNOW,P26052116976,C1,PS2,PHONE,Dispute,Other Dispute,26.854,80.98899999999999,26.50510743869004,81.47420016846212,39,F,2021,26,5,21,42,32,3
LUCKNOW,P26052119676,C1,PS2,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,26.864,80.98100000000001,26.938582090682424,81.16653716616256,34,F,2021,26,5,23,34,37,2
LUCKNOW,P26052119956,C1,PS2,PHONE,Dispute,Dispute With Drunk Person,26.852,80.99,26.479797069014364,81.61014971984565,44,F,2021,26,5,23,50,56,3
LUCKNOW,P26052120024,C1,PS2,PHONE,Kidnap,Women Kidnap,26.852,80.99,26.273817311297684,81.13162462562178,23,F,2021,26,5,23,54,52,2
LUCKNOW,P27052100631,C1,PS2,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,26.857,81.008,26.185292670252075,81.08487089146281,40,M,2021,27,5,0,52,49,2
LUCKNOW,P27052103616,C1,PS2,PHONE,Threat In Person,Threatening To Kill,26.852,80.99,26.83136965263005,81.16615829472804,16,F,2021,27,5,8,51,6,3
LUCKNOW,P27052106043,C1,PS2,PHONE,Theft,Residential Building,26.856,80.998,26.9650582481489,81.33177170014228,18,F,2021,27,5,11,15,18,3
LUCKNOW,P27052106482,C1,PS2,PHONE,Corona,Help For Other,26.861,80.994,26.441555324416875,81.2522255010728,5,F,2021,27,5,11,47,44,3
LUCKNOW,P27052107969,C1,PS2,PHONE,Dispute,Other Dispute,26.859,81.001,26.940161058850705,81.30387232599418,21,F,2021,27,5,13,44,51,3
LUCKNOW,P27052109159,C1,PS2,PHONE,Differently Abled People,Mad /Retarded Person,26.853,81.013,26.416924691139013,81.5810275748657,29,M,2021,27,5,15,20,38,3
LUCKNOW,P27052110621,C1,PS2,PHONE,Threat In Person,Threatening To Kill,26.864,80.98100000000001,26.98825481321784,81.5918827532102,27,F,2021,27,5,17,10,19,3
LUCKNOW,P27052111296,C1,PS2,PHONE,Dispute,Money Transactions Dispute,26.864,80.982,26.690920739208494,81.65407832269729,17,F,2021,27,5,17,54,26,3
LUCKNOW,P27052111475,C1,PS2,PHONE,Property Disputes,Boundary Dispute,26.864,80.98100000000001,26.16936602569826,81.25809951298282,15,F,2021,27,5,18,7,30,3
LUCKNOW,P27052112858,C1,PS2,PHONE,Threat In Person,Attack,26.859,81.005,26.812609474068832,81.00146363181018,38,F,2021,27,5,19,32,53,3
LUCKNOW,P27052113936,C1,PS2,PHONE,Corona,Help For Other,26.852,80.992,26.434232985699563,81.44559732096874,19,M,2021,27,5,20,31,20,3
LUCKNOW,P27052114755,C1,PS2,PHONE,Corona,Help For Other,26.853,80.992,26.1751019067173,81.01758829055922,44,M,2021,27,5,21,9,16,3
LUCKNOW,P27052117543,C1,PS2,PHONE,Domestic Violence,Beating Senior Citizen,26.848000000000003,81.014,26.99493547363024,81.22025644438635,15,F,2021,27,5,23,43,25,2
LUCKNOW,P28052100719,C1,PS2,PHONE,Female Sexual Harrassment,Prostitution,26.86,81.002,26.90587496683232,81.59814103689504,47,F,2021,28,5,2,40,57,2
LUCKNOW,P28052101992,C1,PS2,PHONE,Differently Abled People,Mad /Retarded Person,26.851,81.01,26.92186589079024,81.60856958444727,35,F,2021,28,5,8,4,45,3
LUCKNOW,P28052104626,C1,PS2,PHONE,Theft,Other Location,26.86,81.002,26.899855707676583,81.57643440500432,34,F,2021,28,5,11,36,17,3
LUCKNOW,P28052104942,C1,PS2,PHONE,Dispute,Other Dispute,26.85,81.007,26.22278395193808,81.54761534349893,49,F,2021,28,5,12,1,33,3
LUCKNOW,P28052106342,C1,PS2,PHONE,Threat In Person,Attack,26.85,80.983,26.77297218717344,81.14566107591631,30,M,2021,28,5,13,47,30,3
LUCKNOW,P28052107419,C1,PS2,PHONE,Dispute,Money Transactions Dispute,26.849,80.997,26.582608638843222,81.12400237294956,47,F,2021,28,5,15,7,22,3
LUCKNOW,P28052112297,C1,PS2,PHONE,Robbery,On Road,26.842,80.991,26.486948716876924,81.46395134043095,5,M,2021,28,5,20,6,6,2
LUCKNOW,P28052116032,C1,PS2,NERS112,Sos,Sos,26.847,81.01100000000001,26.984548022960453,81.13543912641309,47,M,2021,28,5,22,58,3,2
LUCKNOW,P28052116634,C1,PS2,PHONE,Domestic Violence,Beating Senior Citizen,26.863000000000003,80.979,26.6451401306584,81.02910193688984,41,F,2021,28,5,23,40,57,2
LUCKNOW,P29052109405,C1,PS2,PHONE,Dispute,Other Dispute,26.854,80.995,26.35495158650469,81.30946533083038,17,F,2021,29,5,16,49,50,3
LUCKNOW,P29052110177,C1,PS2,PHONE,Crime On Phone Mobile Social Media Internet,Abuse Men,26.852,80.99,26.793894334789435,81.45554388622291,11,M,2021,29,5,17,35,50,3
LUCKNOW,P29052111243,C1,PS2,PHONE,Corona,Public Gathering,26.846,80.985,26.343606005818344,81.41072412896482,36,M,2021,29,5,18,33,29,3
LUCKNOW,P29052111284,C1,PS2,PHONE,Dispute,Dispute With Drunk Person,26.86,80.991,26.41757175511409,81.04410949966277,24,M,2021,29,5,18,34,46,3
LUCKNOW,P29052112863,C1,PS2,PHONE,Female Sexual Harrassment,Teasing In Building Or Premise,26.842,80.997,26.548034421707627,81.32318397612538,33,F,2021,29,5,19,59,3,2
LUCKNOW,P29052113696,C1,PS2,PHONE,Dispute,Dispute With Drunk Person,26.848000000000003,80.992,26.736781413431384,81.33433225487437,41,F,2021,29,5,20,39,12,3
LUCKNOW,P29052116916,C1,PS2,PHONE,Crime On Phone Mobile Social Media Internet,Abuse Women,26.844,80.984,26.915871051095102,81.59092173161612,7,F,2021,29,5,22,47,51,3
LUCKNOW,P29052117806,C1,PS2,PHONE,Domestic Violence,Husband To Beat Wife,26.862,80.985,26.64482587632895,81.48689368384275,44,M,2021,29,5,23,42,51,2
LUCKNOW,P30052100047,C1,PS2,PHONE,Domestic Violence,Husband To Beat Wife,26.855,80.992,26.471876131527843,81.62885574545496,8,M,2021,30,5,0,4,12,2
LUCKNOW,P30052100362,C1,PS2,TWITTER,Threat In Person,Attack,26.848000000000003,81.014,26.27756035948716,81.49988003471032,49,F,2021,30,5,0,36,1,3
LUCKNOW,P30052101141,C1,PS2,PHONE,Domestic Violence,Husband To Beat Wife,26.852,80.988,26.14905054868101,81.47904419634808,39,M,2021,30,5,3,56,23,2
LUCKNOW,P30052105209,C1,PS2,PHONE,Corona,Public Gathering,26.85,80.984,26.173765089991008,81.45720588211483,27,F,2021,30,5,10,47,15,3
LUCKNOW,P30052106578,C1,PS2,PHONE,Dispute,Other Dispute,26.846,81.00399999999999,26.339047831274048,81.30975588449193,15,F,2021,30,5,12,11,29,3
LUCKNOW,P30052109446,C1,PS2,PHONE,Domestic Violence,Harrasment By Inlaws,26.849,81.017,26.25864473229124,81.0382935276833,8,F,2021,30,5,15,28,41,2
LUCKNOW,P30052109929,C1,PS2,PHONE,Threat In Person,Attack,26.846,81.00399999999999,26.672244421125715,81.16627447724844,49,F,2021,30,5,16,3,32,3
LUCKNOW,P30052110093,C1,PS2,PHONE,Dispute,Other Dispute,26.847,81.00399999999999,26.544277483208987,81.23889606744575,29,M,2021,30,5,16,13,57,3
LUCKNOW,P30052110583,C1,PS2,PHONE,Dispute,Other Dispute,26.853,80.972,26.487149290097253,81.28963428631351,47,M,2021,30,5,16,43,44,3
LUCKNOW,P30052111872,C1,PS2,PHONE,Threat In Person,Attack,26.852,81.002,26.6181291029772,81.07841107162446,24,F,2021,30,5,18,1,51,3
LUCKNOW,P30052113428,C1,PS2,PHONE,Unclaimed Information,Unclaimed Child,26.861,80.997,26.412273075285743,81.03075406487504,38,M,2021,30,5,19,35,36,3
LUCKNOW,P30052113927,C1,PS2,PHONE,Information Against Police,Misbehavior By Prv,26.855,81.002,26.983761832003207,81.35388282867366,42,M,2021,30,5,20,6,55,3
LUCKNOW,P30052114651,C1,PS2,PHONE,Dispute,Other Dispute,26.859,81.003,26.68096930849197,81.47892960551988,26,M,2021,30,5,20,40,10,3
LUCKNOW,P30052117473,C1,PS2,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,26.841,80.992,26.26805176273029,81.25552857726186,32,M,2021,30,5,22,41,4,2
LUCKNOW,P31052100870,C1,PS2,PHONE,Unknown,Unknown,26.849,80.98,26.40554566885182,81.57621016748035,36,F,2021,31,5,1,57,7,3
LUCKNOW,P31052100890,C1,PS2,PHONE,Dispute,Other Dispute,26.849,80.98,26.69038198136976,81.2687288729688,19,M,2021,31,5,2,1,22,3
LUCKNOW,P31052104884,C1,PS2,PHONE,Unclaimed Information,Unclaimed Vehicle,26.852,81.002,26.471550544020044,81.65788322175271,15,F,2021,31,5,10,13,40,3
LUCKNOW,P31052106786,C1,PS2,WhatsApp,Corona,Gathering Playing In Open,26.852,80.988,26.16923052595442,81.26357080761234,8,M,2021,31,5,12,22,39,3
LUCKNOW,P31052107295,C1,PS2,PHONE,Domestic Violence,Husband To Beat Wife,26.842,80.997,26.4137169528806,81.4095413150118,24,M,2021,31,5,12,57,2,2
LUCKNOW,P31052110254,C1,PS2,PHONE,Unknown,Unknown,26.863000000000003,80.977,26.968507114254464,81.36134985614953,35,F,2021,31,5,16,34,58,3
LUCKNOW,P31052111152,C1,PS2,PHONE,Dispute,Other Dispute,26.854,81.001,26.547827377202765,81.30221361539724,36,F,2021,31,5,17,34,2,3
LUCKNOW,P31052111270,C1,PS2,TWITTER,Corona,Public Gathering,26.853,80.999,26.580739777107905,81.11812725467233,30,M,2021,31,5,17,40,25,3
LUCKNOW,P31052111406,C1,PS2,PHONE,Information Against Police,Misbehavior By Ps Incharge,26.854,81.001,26.479708679499897,81.24955569596803,42,M,2021,31,5,17,47,10,3
LUCKNOW,P31052112571,C1,PS2,PHONE,Dispute,Other Dispute,26.854,81.001,26.27298496645395,81.09488242116488,41,F,2021,31,5,18,52,35,3
LUCKNOW,P31052112599,C1,PS2,PHONE,Information Against Police,Misbehavior By Prv,26.854,81.001,26.30201774041788,81.44963332895955,31,F,2021,31,5,18,54,7,3
LUCKNOW,P31052113174,C1,PS2,PHONE,Theft,Residential Building,26.853,81.0,26.449698858077923,81.04730144607647,45,M,2021,31,5,19,24,15,3
LUCKNOW,P31052114068,C1,PS2,PHONE,Dispute,Dispute With Drunk Person,26.856,81.0,26.61461735820114,81.46977563513624,46,F,2021,31,5,20,11,30,3
LUCKNOW,P31052114125,C1,PS2,PHONE,Dispute,Dispute With Drunk Person,26.842,80.992,26.51600324953498,81.24671522805434,38,M,2021,31,5,20,14,36,3
LUCKNOW,P31052114499,C1,PS2,PHONE,Threat In Person,Attack,26.85,80.997,26.689473005627125,81.42012942998697,8,F,2021,31,5,20,32,34,3
LUCKNOW,P31052114641,C1,PS2,PHONE,Dispute,Dispute With Service Provider Or Vendor,26.852,80.997,26.547684017931164,81.26124212479634,44,M,2021,31,5,20,39,0,3
LUCKNOW,P31052115279,C1,PS2,PHONE,Dispute,For Parking,26.855,81.00399999999999,26.13771467334896,81.40372684738438,20,M,2021,31,5,21,6,40,3
LUCKNOW,P31052115691,C1,PS2,PHONE,Threat In Person,Threatening To Kill,26.851,81.015,26.85037158097505,81.43469817225751,44,M,2021,31,5,21,22,25,3
LUCKNOW,P31052115801,C1,PS2,PHONE,Medium Fire,Electrical Equipment,26.856,81.006,26.54569920670154,81.22323994798536,37,M,2021,31,5,21,26,49,2
LUCKNOW,P31052117112,C1,PS2,PHONE,Dispute,Dispute With Drunk Person,26.852,80.982,26.6749852960982,81.32682319092027,48,M,2021,31,5,22,19,19,3
LUCKNOW,P31052117388,C1,PS2,PHONE,Information Against Police,Demand For Money By Ps Station Incharge,26.86,81.002,26.115659642452577,81.0036422752848,18,M,2021,31,5,22,32,53,3
LUCKNOW,P31052117711,C1,PS2,PHONE,Theft,Residential Building,26.853,80.99,26.53032809453419,81.63575039163902,33,M,2021,31,5,22,50,53,3
LUCKNOW,P31052117785,C1,PS2,PHONE,Theft,Residential Building,26.849,80.995,26.737601289406303,81.22594459727162,47,F,2021,31,5,22,55,46,3
LUCKNOW,P31052118156,C1,PS2,PHONE,Threat In Person,Attack,26.863000000000003,80.984,26.31085521003627,81.64270531678697,27,M,2021,31,5,23,18,53,3
LUCKNOW,P01062100774,C1,PS2,PHONE,Dispute,Other Dispute,26.854,81.006,26.927102210335125,81.37497388665628,28,M,2021,6,1,3,41,57,3
LUCKNOW,P01062103924,C1,PS2,PHONE,Theft,Cycle,26.855,81.003,26.21011942098749,81.57853605076907,45,F,2021,6,1,10,18,25,3
LUCKNOW,P01062104648,C1,PS2,PHONE,Dispute,Money Transactions Dispute,26.853,80.992,26.79399223788676,81.52291596203371,19,M,2021,6,1,11,2,25,3
LUCKNOW,P01062104669,C1,PS2,PHONE,Robbery,On Road,26.857,81.01,26.345924201961925,81.16831335486607,33,F,2021,6,1,11,3,30,2
LUCKNOW,P01062105555,C1,PS2,PHONE,Crime On Phone Mobile Social Media Internet,Abuse Men,26.849,80.99600000000001,26.92681830017777,81.16151966827326,39,M,2021,6,1,12,8,41,3
LUCKNOW,P01062108666,C1,PS2,PHONE,Dispute,Money Transactions Dispute,26.859,81.00399999999999,26.7547316385131,81.22327678979106,32,M,2021,6,1,15,45,8,3
LUCKNOW,P01062109079,C1,PS2,PHONE,Threat In Person,Threatening To Kill,26.864,80.98100000000001,26.74794937256607,81.20299685549986,16,F,2021,6,1,16,15,23,3
LUCKNOW,P01062109933,C1,PS2,PHONE,Domestic Violence,Beating Senior Citizen,26.856,80.998,26.9327884570646,81.32834214840022,35,M,2021,6,1,17,12,21,2
LUCKNOW,P01062110078,C1,PS2,PHONE,Dispute,Other Dispute,26.854,81.001,26.167951908842856,81.01012546359048,17,F,2021,6,1,17,20,54,3
LUCKNOW,P01062110400,C1,PS2,PHONE,Gambling,Play Cards,26.848000000000003,80.993,26.407695784162605,81.56339871295023,7,M,2021,6,1,17,41,21,3
LUCKNOW,P01062111330,C1,PS2,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,26.853,80.99,26.853659780524804,81.48533831398787,24,M,2021,6,1,18,39,13,2
LUCKNOW,P01062115199,C1,PS2,PHONE,Theft,Other Location,26.86,80.99,26.20810559631285,81.13361753441306,39,M,2021,6,1,21,50,5,3
LUCKNOW,P01062116452,C1,PS2,PHONE,Threat In Person,Attack,26.853,80.999,26.533493822195634,81.34371977902927,8,F,2021,6,1,22,45,34,3
LUCKNOW,P02062101809,C1,PS2,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,26.852,80.99,26.20739967119476,81.29921098462741,45,M,2021,6,2,7,23,36,2
LUCKNOW,P02062105050,C1,PS2,PHONE,Encroachment,Government Land,26.835,81.008,26.44288718795389,81.12026750245498,22,F,2021,6,2,10,47,33,3
LUCKNOW,P02062109581,C1,PS2,PHONE,Dispute,Money Transactions Dispute,26.852,80.999,26.41935754053228,81.36653370941127,46,F,2021,6,2,16,7,19,3
LUCKNOW,P02062110385,C1,PS2,PHONE,Dispute,Other Dispute,26.853,81.0,26.77604184746298,81.55917735266242,41,F,2021,6,2,16,57,31,3
LUCKNOW,P02062110799,C1,PS2,PHONE,Encroachment,Government Land,26.834,81.008,26.41217616028808,81.63629347404247,23,M,2021,6,2,17,21,51,3
LUCKNOW,P02062111349,C1,PS2,PHONE,Dacoity,On Road,26.854,80.99,26.262228879540807,81.43393927428224,32,F,2021,6,2,17,55,41,2
LUCKNOW,P02062111918,C1,PS2,PHONE,Corona,Public Gathering,26.842,80.997,26.6211794320099,81.41915942265977,31,F,2021,6,2,18,26,3,3
LUCKNOW,P02062113004,C1,PS2,PHONE,Dispute,Dispute With Drunk Person,26.86,80.99,26.76152746085981,81.02210231303557,28,F,2021,6,2,19,25,15,3
LUCKNOW,P02062117857,C1,PS2,PHONE,Corona,Help For Other,26.851,81.005,26.498833061070066,81.47401593597021,14,M,2021,6,2,22,31,43,3
LUCKNOW,P02062119514,C1,PS2,PHONE,Domestic Violence,Husband To Beat Wife,26.842,80.991,26.37726313656802,81.14804219023243,16,M,2021,6,2,23,56,52,2
LUCKNOW,P03062100202,C1,PS2,PHONE,Corona,Public Gathering,26.845,80.993,26.473520745055737,81.07391940924474,17,F,2021,6,3,0,19,57,3
LUCKNOW,P03062104570,C1,PS2,PHONE,Dacoity,On Road,26.859,80.97800000000001,26.971481722791907,81.06234041760025,6,F,2021,6,3,9,39,17,2
LUCKNOW,P03062106643,C1,PS2,PHONE,Child Crime(Sexual Abuse),Teasing On Public Place,26.861,80.991,26.68708128064248,81.5690663326081,36,F,2021,6,3,11,42,47,2
LUCKNOW,P03062106864,C1,PS2,PHONE,Property Disputes,Boundary Dispute,26.85,81.0,26.545799104973906,81.35902400724655,40,M,2021,6,3,11,57,17,3
LUCKNOW,P03062107480,C1,PS2,PHONE,Dispute,Other Dispute,26.852,80.99,26.43464365502067,81.19493099899483,20,F,2021,6,3,12,41,55,3
LUCKNOW,P03062108256,C1,PS2,PHONE,Threat In Person,Threatening To Kill,26.848000000000003,81.016,26.34143941906733,81.03063785095259,5,F,2021,6,3,13,38,0,3
LUCKNOW,P03062109193,C1,PS2,PHONE,Missing,Women,26.851,80.99,26.76737600677468,81.11316223858763,42,M,2021,6,3,14,44,40,3
LUCKNOW,P03062109244,C1,PS2,PHONE,Dispute,Money Transactions Dispute,26.847,81.006,26.634439653268693,81.61528167302743,17,M,2021,6,3,14,47,36,3
LUCKNOW,P03062109669,C1,PS2,PHONE,Threat In Person,Attack,26.853,80.998,26.99425090891992,81.43199318156054,9,F,2021,6,3,15,19,38,3
LUCKNOW,P03062110444,C1,PS2,PHONE,Dispute,Other Dispute,26.848000000000003,80.991,26.984578432139685,81.53573436824729,49,M,2021,6,3,16,13,34,3
LUCKNOW,P03062111599,C1,PS2,PHONE,Theft,Residential Building,26.852,80.99,26.125764556272177,81.65622377321162,43,M,2021,6,3,17,26,14,3
LUCKNOW,P03062112835,C1,PS2,PHONE,Dispute,Other Dispute,26.845,81.001,26.506492715236256,81.21875550594635,31,F,2021,6,3,18,37,48,3
LUCKNOW,P03062113715,C1,PS2,PHONE,Dispute,Other Dispute,26.848000000000003,81.002,26.80799039399748,81.0427806804208,15,F,2021,6,3,19,23,16,3
LUCKNOW,P03062114208,C1,PS2,PHONE,Dispute,Dispute With Drunk Person,26.864,80.98100000000001,26.54215614421001,81.08617814877078,16,M,2021,6,3,19,48,37,3
LUCKNOW,P03062115342,C1,PS2,PHONE,Dispute,Dispute With Unknown Person,26.849,81.017,26.74321629419424,81.2897885657765,32,M,2021,6,3,20,41,34,3
LUCKNOW,P03062115438,C1,PS2,PHONE,Dispute,Dispute Between Ride And Driver,26.852,80.98899999999999,26.25119903288652,81.14328325137588,20,F,2021,6,3,20,45,14,3
LUCKNOW,P03062116834,C1,PS2,PHONE,Theft,Residential Building,26.849,81.01,26.66742752441733,81.26351122103365,13,M,2021,6,3,21,39,14,3
LUCKNOW,P03062117592,C1,PS2,PHONE,Dispute,With Neighbor,26.865,80.97800000000001,26.96529408735878,81.38376964126118,49,M,2021,6,3,22,9,7,3
LUCKNOW,P03062119724,C1,PS2,PHONE,Missing,Child,26.849,80.997,26.579018446055287,81.27428882052742,17,M,2021,6,3,23,52,40,3
LUCKNOW,P04062104588,C1,PS2,PHONE,Crime On Phone Mobile Social Media Internet,Abuse Men,26.845,81.01,26.5685315147946,81.576389474987,26,M,2021,6,4,9,32,53,3
LUCKNOW,P04062106434,C1,PS2,TWITTER,Crime On Phone Mobile Social Media Internet,Abuse Men,26.853,80.997,26.65047220609285,81.04605203162649,22,F,2021,6,4,11,21,54,3
LUCKNOW,P04062108644,C1,PS2,PHONE,Dispute,Dispute With Unknown Person,26.854,81.003,26.803567441524383,81.3221134726812,32,M,2021,6,4,13,53,24,3
LUCKNOW,P04062110203,C1,PS2,PHONE,Dispute,Other Dispute,26.85,80.986,26.198721284247974,81.50538765223926,19,F,2021,6,4,15,43,40,3
LUCKNOW,P04062110826,C1,PS2,PHONE,Crime On Phone Mobile Social Media Internet,Abuse Men,26.848000000000003,80.99600000000001,26.123492460311738,81.3624267530387,6,M,2021,6,4,16,21,3,3
LUCKNOW,P04062111794,C1,PS2,PHONE,Domestic Violence,Husband Relatives To Beat Wife,26.853,81.013,26.9070825077316,81.07774789266192,18,M,2021,6,4,17,24,28,2
LUCKNOW,P04062112042,C1,PS2,PHONE,Gambling,Betting,26.852,80.982,26.943874440910616,81.37178386680849,18,F,2021,6,4,17,41,38,3
LUCKNOW,P04062114796,C1,PS2,PHONE,Dispute,With Neighbor,26.853,81.005,26.61719191213145,81.30598074620676,28,M,2021,6,4,20,12,2,3
LUCKNOW,P04062115122,C1,PS2,PHONE,Dispute,Other Dispute,26.843000000000004,80.999,26.94053549110724,81.2235700628827,49,F,2021,6,4,20,26,56,3
LUCKNOW,P04062115647,C1,PS2,PHONE,Dispute,Other Dispute,26.853,81.005,26.44247234437387,81.14489581632299,5,M,2021,6,4,20,47,45,3
LUCKNOW,P04062118657,C1,PS2,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,26.852,80.99,26.911581396354205,81.13561784388166,20,F,2021,6,4,22,40,53,2
LUCKNOW,P04062119003,C1,PS2,PHONE,Threat In Person,Threatening To Kill,26.852,80.99,26.906529168363,81.34184389990587,20,F,2021,6,4,22,55,48,3
LUCKNOW,P05062100482,C1,PS2,PHONE,Dispute,Other Dispute,26.853,81.013,26.702664718479003,81.33598287372239,6,F,2021,6,5,0,57,34,3
LUCKNOW,P05062101501,C1,PS2,PHONE,Dispute,Other Dispute,26.852,80.999,26.77723217448824,81.34817407426164,34,M,2021,6,5,6,17,26,3
LUCKNOW,P05062110544,C1,PS2,PHONE,Theft,Other Location,26.859,80.992,26.11377746902677,81.31295457970937,38,F,2021,6,5,15,56,56,3
LUCKNOW,P05062112143,C1,PS2,PHONE,Dispute,Dispute Between Ride And Driver,26.853,80.994,26.556735771379632,81.17761504915546,38,F,2021,6,5,17,37,24,3
LUCKNOW,P05062113892,C1,PS2,PHONE,Theft,Residential Building,26.854,80.98899999999999,26.836962094983217,81.11258850547573,7,F,2021,6,5,19,5,48,3
LUCKNOW,P05062114848,C1,PS2,PHONE,Dispute,Other Dispute,26.859,80.985,26.272052202112963,81.61972068169425,20,M,2021,6,5,19,50,8,3
LUCKNOW,P05062115123,C1,PS2,PHONE,Female Sexual Harrassment,Teasing In Building Or Premise,26.852,80.983,26.904416906337968,81.295425920503,12,F,2021,6,5,20,3,21,2
LUCKNOW,P05062116804,C1,PS2,PHONE,Kidnap,Men Kidnap,26.851,80.98899999999999,26.702715811282857,81.62516966774434,28,M,2021,6,5,21,12,47,2
LUCKNOW,P05062117569,C1,PS2,PHONE,Unclaimed Information,Unclaimed Child,26.852,81.001,26.42737886269744,81.483117330734,36,M,2021,6,5,21,38,23,3
LUCKNOW,P05062119354,C1,PS2,PHONE,Domestic Violence,Beat Children By Familymembers,26.856,81.016,26.802224671145915,81.43800400366135,12,M,2021,6,5,22,47,30,2
LUCKNOW,P05062119730,C1,PS2,PHONE,Missing,Grp- Person Accident By Train ,26.854,80.991,26.32056396060027,81.1150771847995,49,M,2021,6,5,23,3,35,3
LUCKNOW,P05062120035,C1,PS2,PHONE,Missing,Child,26.855,80.994,26.17003938726803,81.43110250230049,23,F,2021,6,5,23,18,47,3
LUCKNOW,P06062100094,C1,PS2,PHONE,Domestic Violence,Expellinghouse Wife By Husband Or Family Members From House,26.842,80.994,26.32777186957077,81.54823144092212,15,F,2021,6,6,0,6,8,2
LUCKNOW,P06062100386,C1,PS2,PHONE,Dispute,Other Dispute,26.864,80.975,26.17367771967722,81.09902553963968,32,F,2021,6,6,0,29,41,3
LUCKNOW,P06062101846,C1,PS2,PHONE,Dispute,With Neighbor,26.852,80.999,26.321456624075577,81.55985560675306,42,M,2021,6,6,6,11,19,3
LUCKNOW,P06062101925,C1,PS2,PHONE,Theft,Residential Building,26.847,80.985,26.81156930838872,81.34806704129248,14,M,2021,6,6,6,21,27,3
LUCKNOW,P06062107940,C1,PS2,PHONE,Dispute,Money Transactions Dispute,26.853,80.998,26.865143009349666,81.18122699911916,47,F,2021,6,6,12,15,52,3
LUCKNOW,P06062109037,C1,PS2,PHONE,Dispute,Money Transactions Dispute,26.849,80.993,26.23718334630929,81.01395182680595,16,M,2021,6,6,13,22,32,3
LUCKNOW,P06062110143,C1,PS2,PHONE,Threat In Person,Attack,26.856,80.973,26.680888561092694,81.18353820936098,40,F,2021,6,6,14,30,51,3
LUCKNOW,P06062111407,C1,PS2,PHONE,Dispute,With Neighbor,26.861,80.993,26.469718310708554,81.59362615824146,26,F,2021,6,6,15,49,38,3
LUCKNOW,P06062111675,C1,PS2,PHONE,Crime On Phone Mobile Social Media Internet,Threaten Men,26.856,80.998,26.79618562052408,81.15801842502704,39,F,2021,6,6,16,4,28,3
LUCKNOW,P06062116196,C1,PS2,PHONE,Dispute,Other Dispute,26.853,81.005,26.13700115013156,81.04763584673418,35,M,2021,6,6,19,57,32,3
LUCKNOW,P06062116796,C1,PS2,PHONE,Medium Fire,Building Res Insti Auditorial Academic Professional Indus Storage Multiplex Etc,26.849,81.009,26.35274642491357,81.59524880465044,49,M,2021,6,6,20,23,26,2
LUCKNOW,P06062118161,C1,PS2,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,26.859,80.985,26.97543433002604,81.24880091293105,40,F,2021,6,6,21,13,40,2
LUCKNOW,P06062119185,C1,PS2,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,26.846,81.01100000000001,26.334210654079246,81.51981015196098,28,F,2021,6,6,21,47,25,2
LUCKNOW,P06062121809,C1,PS2,PHONE,Threat In Person,Threatening To Kill,26.855,80.994,26.30772003850036,81.35849938448067,5,M,2021,6,6,23,33,42,3
LUCKNOW,P07062108159,C1,PS2,PHONE,Corona,Open School/Coaching Institution/College/Office,26.857,80.991,26.94172471180962,81.32107461675058,27,M,2021,6,7,13,8,11,3
LUCKNOW,P07062108520,C1,PS2,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,26.849,80.987,26.735812933610923,81.01978184111488,38,M,2021,6,7,13,33,20,2
LUCKNOW,P07062109656,C1,PS2,PHONE,Medium Fire,Building Res Insti Auditorial Academic Professional Indus Storage Multiplex Etc,26.857,81.001,26.266716540856667,81.516889097733,22,F,2021,6,7,14,51,58,2
LUCKNOW,P07062113795,C1,PS2,PHONE,Information Against Police,Misbehavior By Prv,26.857,81.014,26.8104870842364,81.66314867873965,31,M,2021,6,7,18,59,12,3
LUCKNOW,P07062113811,C1,PS2,PHONE,Information Against Police,Misbehavior By Prv,26.857,81.014,26.90687688314288,81.22554427878616,20,M,2021,6,7,18,59,51,3
LUCKNOW,P07062113839,C1,PS2,PHONE,Corona,Sale Of Meat In Open,26.857,81.014,26.651804407148767,81.26159256441616,16,M,2021,6,7,19,1,18,3
LUCKNOW,P07062115272,C1,PS2,PHONE,Excise Act Offenses,Iilegal Supply,26.851,81.008,26.20217377191561,81.60667666970862,17,M,2021,6,7,20,10,30,2
